published_time,search_terms,article,title,link,page_number,Body
2022-05-04T00:19:08+08:00,pchome,閒聊,請問PCHOME的P幣期限問題- Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6584856,1,"買了東西有回饋p幣,但使用期限需在1個月內用完我1個月內應該不會消費請問轉到p錢包是不是就可以延長期限了?"
2022-05-01T02:44:20+08:00,pchome,居家,有人pchome momo yahoo這類購物平台買冷氣嗎？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=731&t=6583501,2,房間570*370cm，舊機是1對定頻2.2kw開26度冷度沒問題1.這類平台買冷氣是技工就直接來了還是會事先咨詢?2.價格上跟外面的冷氣行比起差異大嗎？3.日後修繕直接找原廠嗎？4.安裝品質還ok嗎？5.目前想找1對1，規格數據功能方面可給小弟弟我一個方向嗎？因為沒相關性經驗，在此問一下謝謝
2022-04-15T09:31:44+08:00,pchome,理財,在momo買比在pchome還便宜耶! - Mobile01,https://www.mobile01.com/topicdetail.php?f=291&t=6574840,3,"在momo買比在pchome還便宜耶!
有人知道為什麼嗎?"
2022-03-28T20:11:08+08:00,pchome,蘋果,[詢問] Pchome的過季品是否可購買？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=470&t=6565492,1,最近想送家人Apple Watch SE，方才在PCHome看到以下兩種錶款的LTE版本皆特價7190。金色鋁金屬錶殼搭配梅李色運動型錶環https://24h.m.pchome.com.tw/prod/DYAJGA-A900AVHPC?fq=/S/DYAJC7太空灰色鋁金屬錶殼搭配木炭色運動型錶環 https://24h.m.pchome.com.tw/prod/DYAJGA-A900AVHOR?fq=/S/DYAJC7然而是被歸在過季品區，但因價格有點太低於行情，卻似乎也沒有寫是福利機或整新機，因此想詢問：1.是否有版友購買過過季品嗎？是否單純只是代表款式較舊的活動特賣呢？2.是否在Pch
2022-03-22T23:37:02+08:00,pchome,閒聊,有人會同時訂了momo和Pchome然後退慢的那家嗎? - Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6562164,3,乾~~~~~有人會這樣嗎我現在內心覺得我超賤…因為有時候會因為物流量會影響到到貨時間尤其是平台有活動的時候更誇張先前就有在網路上買朋友的生日禮物，剛好遇到購物節因為物流量大爆炸，到貨日整整延後了半個月，慢到我都忘記我有訂這個產品…收到真的很阿砸…這次好朋友生日，跟其他朋友一起合送這個我一直以為我訂了!!! 想說怎麼這麼久沒有送來結果昨天晚上查才發現… 乾我沒訂到後來怕來不及…我就momo和PChome都訂了想說應該會有一個來得及吧原本想說很多人跟我一樣所以看到PChome已經出貨而且在路上了(PChome快一點還比較便宜是哪招…) 我剛剛就想說把momo給退了…結果剛剛我妹說我超賤...認真想
2022-03-03T21:00:10+08:00,pchome,蘋果,PCHOME 「APPLE MagSafe 充電器(MHXH3TA/A) 」特價- Mobile01,https://www.mobile01.com/topicdetail.php?f=383&t=6550647,2,今天發現PCHOME的APPLE MagSafe 充電器在特價中有需要的朋友也許還不錯https://24h.pchome.com.tw/prod/DYAPC3-A900AY0MQ好像有三個貨源都是990https://24h.pchome.com.tw/store/DYAO0L
2022-03-02T17:21:21+08:00,pchome,手機,PChome到現在還無法出貨- Mobile01,https://www.mobile01.com/topicdetail.php?f=568&t=6549799,9,---------2022/3/7更新---------今天傍晚終於收到貨了 看留言區網友們也都陸續收到了---------2022/3/4更新---------今天是門市開賣日...我們這群參加預購的傻子繼續痴痴的等吧！畫面一樣是「訂單處理中」---------2022/3/3更新---------昨天再留言給PChome，結果得到下圖這樣的回應.....唉~看來預購反而要比明天開賣後現貨購買的人晚拿到手機了.....★感謝底下有網友分享聯絡結果，或許碎屏險應該有機會拿到☆但是我們這些預購還未到貨的失意人，別忘了保固期是從2/15(發票日)起算，愈晚到貨損失保固期愈多天！還有Samsung 
2022-02-22T23:58:41+08:00,pchome,手機,pchome預購發票- Mobile01,https://www.mobile01.com/topicdetail.php?f=568&t=6544464,2,由於發票在2/20已開立，問了一下客服保固如何算，結果如下得到了非常制式的回答，自己是覺得不太合理，保固直接少了10天以上
2022-02-11T13:42:03+08:00,pchome,閒聊,請問PCHOME的信用卡管理新增、修改選項哪裡？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6538031,1,"想要新增信用卡或修改信用卡的有效日期，進到PCHOME的個人資料管理-->會員中心-->信用卡一看傻眼，只有刪除選項，居然沒有新增、修改編輯選項？而且信用卡的卡號與有效日期是被隱藏的，根本看不出有效日期是何時？

那麼要如何做新增信用卡與修改有效日期的東做？"
2022-01-22T16:34:51+08:00,pchome,閒聊,PCHOME 24H 為甚麼最近都逾時到貨? - Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6528759,2,"月初在跟昨天下午2次在PCHOME 24H買東西
2次都到貨逾時 請問大家也是這樣嗎
昨天的訂單是下午2點多下單的 但是到了9點才開始撿貨
螺絲很鬆?"
2022-01-20T11:40:25+08:00,pchome,生活,電子書折扣！PChome 24h結盟Kobo電子書即日起全館結帳79折買 ...,https://www.mobile01.com/topicdetail.php?f=806&t=6527481,2,你看電子書嗎？這裡有個給電子書及閱讀器的折扣訊息分享給書迷們。如果你是樂天Kobo電子書的讀者，即日起也可以在PChome 24h書店上，購買到樂天Kobo的電子書了，且目前舉辦試營運期間，Kobo電子書全館結帳79折的優惠，購買Kobo電子書閱讀器也有特價，已經是Kobo會員，或正想入手電子書閱讀器的同學可以趁著優惠看看，過年剛好可以用上。現在進入PChome 24h購物書店後，就可在上面的頁籤看到Kobo電子書城，目前在這裡購書結帳都享79折，也有更優惠的，比方「鬼滅之刃(1-23)完」Kobo電子書版，全套23本僅989元，相當於實體書原價的43折，正好過年可以嗑完。電子書閱讀器在1/2
2021-12-17T01:26:04+08:00,pchome,手機,目前研究SuperDart 副廠超級閃充頭&線材心得(第2頁) - Mobile01,https://www.mobile01.com/topicdetail.php?f=789&t=6509920,2,"前年自今用了三支realme手機(x2pro、gt 888、gt 大師探索)在用過個人的realme第一支手機X2Pro後知道了超級閃充的存在就回不去以前要平時充電的慢妙時光於是現在沒再用過別家廠牌手機但也因此陷入奇妙的世界因為不是使用原廠的充電器、線材是無法觸發快充？！在淘寶、天貓這三年前後""賭""(買)了人品買了四組充電頭和幾次號稱有支援快充的type-C在前年…先是買的快充頭完全不能快充到是線可以在原廠快充頭上用反而副廠快充頭不能快充？！去年…分別買二組充電頭很神奇雖可以觸發""快充""和""超級快充""但是電充不進？！或是說雖有觸發快充但是充的很慢因為大概快2分鐘只充1%的速度這二組買的副廠ty"
2021-11-12T11:39:46+08:00,pchome,電腦,有人收到PCHOME 在賣的WD 16T的硬碟了嗎？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=297&t=6490199,2,我收到打開時的包裝長這樣如果是記憶體包這樣就算了，硬碟竟然什麼都沒有塞整顆硬碟就在裡面摔來摔去，我還是住澎湖，更遠…
2021-10-28T09:16:51+08:00,pchome,相機,Tamron 28-75mm F/2.8 Di III VXD G2（A063）新舊對決｜對焦提升 ...,https://www.mobile01.com/topicdetail.php?f=756&t=6480833,38,當可換鏡相機逐漸從 DSLR 向 MILC 靠攏時，不僅是機身尺碼得以縮減，就連鏡頭也跟著受惠，這樣的例子在 M4/3 及 APS-C 身上最為明顯，但全片幅系統礙於感光元件尺寸與接環卡口的物理門檻，要真的做到小型化並不容易，特別是帶有大光圈的變焦鏡頭。不過 Tamron 在 2018 年推出的 MILC 首顆大光圈標準變焦鏡「Tamron 28-75mm f/2.8 Di III RXD（A036）」，還真的是顛覆大家對此類鏡頭的想像，A036 甚至可視為「小型化」大光圈變焦鏡的先驅，且第二顆才由 Sigma 28-70mm f/2.8 DG DN Contemporary 補上，在此之前 
2021-11-04T11:53:59+08:00,pchome,運動,PCHOME 標錯價錢，該如何處理- Mobile01,https://www.mobile01.com/topicdetail.php?f=649&t=6485269,1,"本人於PCHOME 10/30看見一台垂直律動機標價17800 , 以為雙11在做特價從3萬-4萬特價17800,所以我訂了 一台要給父母, 直到11/2 PCHOME 客服簡訊通知要退貨,(把責任推給廠商說廠商沒貨) , 一開始沒想太多的我直接跟客服回復我不及我可以等,直到今天11/4 接到廠商電話, 說是PCHOME標錯價,少打一個零......原價178000, 天啊!! 請問大家這該怎麼處理呢?"
2021-10-25T09:36:02+08:00,pchome,相機,touit 12mm f2.8 遮光罩破了，想換新卻找不到價格合理的 ...,https://www.mobile01.com/topicdetail.php?f=758&t=6478756,1,昨天一場地震，一隻用很久的鏡頭touit 12 f2.8摔到遮光罩破裂，想說還好鏡頭沒事，遮光罩破了再買就好，結果刷了一圈拍賣居然要價5500，小弟我還沒有財富自由，實在無法下手，故請教各位有沒有其他廠牌可以共用的遮光罩或其他便宜的購買途徑，感謝~
2021-09-27T20:18:07+08:00,pchome,閒聊,pchome 超商付款取貨要帶證件嗎？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6461955,2,如題小弟第一次在PChome上買東西 我是選擇到超商取貨時付款。 請問各位大大們我屆時需要帶證件去超商付款取貨嗎？ P.s 小弟的貨是送到全家
2021-09-25T15:34:10+08:00,pchome,手機,最近有沒有人在pchome 24h買手機呢? - Mobile01,https://www.mobile01.com/topicdetail.php?f=568&t=6459684,2,"好久沒在pchome24h買了，現在出貨速度有比較正常了嗎?
今天凌晨在pchome 24h下單刷卡買了一支手機
訂單狀態是訂單處理中
訂單通知說 :
""如果您所訂購的商品仍有存貨，PChome線上購物在確認收款及交易條件無誤後，會立即通知廠商送貨。由於不同商品的送貨時間會有些許不同，請您參照網站上產品說明頁。""

不曉得會不會過幾天才通知沒貨了?
---------------------------------------------------------------------------------
我有看到已經給郵局運送了，好期待喔
雖然他這次有送1000P幣很划算
可是第一次買這"
2021-09-03T12:23:51+08:00,pchome,電腦,PCHOME DNS 掛掉嗎? (第2頁) - Mobile01,https://www.mobile01.com/topicdetail.php?f=506&t=6445537,3,現在 PCHOME DNS是不是又掛掉了?有人有這個狀況嗎?
2021-08-13T16:53:58+08:00,pchome,居家,惠爾浦740公升對開冰箱，冷藏制冷過慢(第2頁) - Mobile01,https://www.mobile01.com/topicdetail.php?f=729&t=6432278,2,小弟從pchome購買惠爾浦740公升，WRS315SNHW，小弟家為一般住宅使用，安裝後發現，壓縮機持續運轉不停，冷凍室冰淇淋已經硬梆梆，冷藏卻不冷，原來是出風口過來的風量非常非常的微，導致補冷速度慢，食物有退冰，冒水珠的情形，冰箱室內玻璃層板、內側皆有冒汗情形。聯繫惠爾浦原廠，技師前來，表示此為正常現象，會有此情形是因為冰箱曾經製冷到低溫，因為開啟冰箱門後冷度流失，才會這樣，建議我們減少開關次數，但食物的確已經呈現退冰的狀態，如果是奶製品等對溫度較敏感的生鮮絕對會壞掉，原廠技師表示此代出風設計為如此，的確有許多客戶反應過，補冷速度的確會比較慢，但給他多點時間的確會到達冷度，原廠認定沒有瑕疵
2021-06-27T10:41:24+08:00,pchome,理財,PCHOME到底發生什麼問題？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=291&t=6398636,19,不過就是買個垃圾桶....6/20下單，6/26才出貨。(猜測6/28週一才能收到貨)以往他們的出貨速度都很不錯的，怎麼最近變成這樣...有鄉民知道嗎？ 疫情已經這麼久了，倉庫還沒回過神來??? PS: 5月份原本急用筆電，也是卡著沒出貨，只好取消，改找其他家買....
2021-05-29T23:37:28+08:00,pchome,閒聊,Pchome 延遲出貨- Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6376327,7,"疫情期間出貨延遲應該是免不了
原來是24小時到貨，我心想應該會需要個兩三倍的時間吧？！
但是現在5/20下的單已經過了九天了 訂單狀態仍還未出貨
有人跟我一樣嗎？"
2021-05-19T18:13:18+08:00,pchome,閒聊,PChome要多久才會出貨？ - Mobile01,https://www.mobile01.com/topicdetail.php?f=37&t=6368250,2,"附上訂單


5/16下單的，到今天訂單進度都還在尚未出貨
是大家都待在家瘋狂網購物流又爆炸了嗎？"
2021-04-20T14:53:59+08:00,pchome,電腦,請問PCHOME的套裝主機可以買嗎??? (第2頁) - Mobile01,https://www.mobile01.com/topicdetail.php?f=174&t=6349521,3,"原本想說存夠錢把家裡那台用了八年的電腦換掉
可是現在顯卡真的沒有東西可以選
今天去原價屋上看連6700XT也沒貨…..
後來有看到PCHOME的套裝主機有搭顯卡
看規格感覺還行
個人用途以遊戲為主 會玩APEX/COD/LOL跟一些3A遊戲 會開模擬器掛機
想請教依照我的需求 可以直接在上面買嗎??
還是再忍一陣子……..謝謝"
2021-03-22T21:07:20+08:00,pchome,手機,有亮點PChome要賣POCO F3 - Mobile01,https://www.mobile01.com/topicdetail.php?f=1558&t=6329813,9,是台灣的PChome嗎？
2021-02-25T02:51:17+08:00,pchome,電腦,pchome宅配送貨時間- Mobile01,https://www.mobile01.com/topicdetail.php?f=350&t=6312084,3,"最近想買個新螢幕，因為在外租屋平常上班很不方便收貨。想說趁現在228連假時在住處等宅配

但是我不知道pchome 24h週末有沒有配，連假有沒有影響?

我要買的是25吋螢幕，不知道這大小會不會又不適用24配送時間。有人有經驗能分享嗎？"
2020-12-11T16:07:20+08:00,pchome,手機,PChome 小米旗鑑館- Mobile01,https://www.mobile01.com/topicdetail.php?f=634&t=6258163,1,"請問有誰知道
PChome 小米旗鑑館購買的手機售後維修
小米直營服務中心會維修嗎？
是誰做保固服務？
謝謝"
2020-11-20T12:46:38+08:00,pchome,蘋果,請問pchome的iphone 12 pro max 包裝方式? - Mobile01,https://www.mobile01.com/topicdetail.php?f=383&t=6241128,3,"請問一下 今天我收到pchome的iphone 12 pro max 包裝

發現它跟我原先收到的不一樣，請問大家從pchome買的也都是這樣嗎?
(忘了補一下說明:左邊是pchome的，右邊是apple官網的)


主要會這樣問的原因是11/19之後開始就有賣福利品，剛好我也是這時間下單

想說該不會出錯了，出福利品給我?

順便還附一根樹枝給我 (真貼心)"
2020-11-14T08:38:41+08:00,pchome,蘋果,昨天在pchome訂的手機快到了- Mobile01,https://www.mobile01.com/topicdetail.php?f=383&t=6235856,2,昨天看到pchome有貨立馬下訂，早上看物流已經到營業所了，今天有可能收到喔！我本來是訂官網的，可是要等到11/25才有，看起來是訂對了，這是我的第一隻iphome，希望有好的使用體驗
2020-11-08T05:59:04+08:00,pchome,筆電,RZ-988值得買嗎- Mobile01,https://www.mobile01.com/topicdetail.php?f=724&t=6230992,1,CJSCOPE RZ-988 削光黑(i7-10875H/16G/RTX2060-6G/512G PCIe m.2 SSD/W10/FHD/144Hz/15.6)https://24h.pchome.com.tw/prod/DHAM55-A900AP2LU今天看到這台價格搭配折價券只要38556值得買嗎 還是有其他建議 1111當天還會有更優惠嗎
2020-10-11T19:48:30+08:00,pchome,手機,Pixel 5 綠色款PChome出貨預估時間【10/17已取得】 - Mobile01,https://www.mobile01.com/topicdetail.php?f=565&t=6210824,6,去年委託朋友找他前東家友人員工代購Pixel 4 XL(如此橘)至今未果拖了一年，中間等太久反應要退又是半年過去了，錢也還在討，詳細就不說了，Pixel 5卻已先問世了。也是因為上述私事的關係，我再也不信任該家網購平台，加上手邊有對應優惠的信用卡今年就轉向PChome下單。然而，這一切看似沒有那麼簡單…我是10/1還在猶豫時大概在上午11點時下訂的，選了綠色，自己也知道可能跟去年橘色一樣為該系列的稀有色，然而目前在臉書的相關社團中大家各自丟出各平台的出貨時間皆落在十月中下旬，而我也不知道為什麼好像沒看到其他人跟我一樣是PChome下訂的，而我的出貨時間卻是一直顯示11/30。對，你們沒看錯，是
